265.43;0426;2016-06-02 14:31:51
265.04;0429;2016-06-02 14:31:52
265.09;0428;2016-06-02 14:31:53
265.45;0425;2016-06-02 14:31:54
265.43;0426;2016-06-02 14:31:56
265.43;0423;2016-06-02 14:31:57
265.41;0420;2016-06-02 14:31:58
264.95;0420;2016-06-02 14:31:59
265.05;0423;2016-06-02 14:32:00
265.02;0423;2016-06-02 14:32:01
265.38;0420;2016-06-02 14:32:02
265.43;0419;2016-06-02 14:32:03
265.43;0417;2016-06-02 14:32:04
265.43;0421;2016-06-02 14:32:05
265.45;0421;2016-06-02 14:32:06
265.02;0422;2016-06-02 14:32:07
265.05;0422;2016-06-02 14:32:08
265.10;0423;2016-06-02 14:32:09
265.53;0425;2016-06-02 14:32:10
265.52;0427;2016-06-02 14:32:12
265.43;0428;2016-06-02 14:32:13
266.00;0428;2016-06-02 14:32:14
265.48;0428;2016-06-02 14:32:15
265.46;0429;2016-06-02 14:32:16
265.45;0429;2016-06-02 14:32:17
265.46;0430;2016-06-02 14:32:18
265.09;0429;2016-06-02 14:32:19
265.09;0428;2016-06-02 14:32:20
265.07;0428;2016-06-02 14:32:21
265.46;0429;2016-06-02 14:32:22
265.04;0429;2016-06-02 14:32:23
265.02;0429;2016-06-02 14:32:24
265.48;0429;2016-06-02 14:32:25
265.52;0427;2016-06-02 14:32:26
265.46;0426;2016-06-02 14:32:28
265.46;0426;2016-06-02 14:32:29
265.91;0425;2016-06-02 14:32:30
265.07;0423;2016-06-02 14:32:31
266.01;0422;2016-06-02 14:32:32
265.45;0422;2016-06-02 14:32:33
265.07;0421;2016-06-02 14:32:34
265.46;0420;2016-06-02 14:32:35
265.48;0419;2016-06-02 14:32:36
266.00;0418;2016-06-02 14:32:37
265.89;0415;2016-06-02 14:32:38
265.89;0415;2016-06-02 14:32:39
265.07;0413;2016-06-02 14:32:40
265.45;0411;2016-06-02 14:32:41
265.00;0410;2016-06-02 14:32:42
265.00;0407;2016-06-02 14:32:44
265.91;0405;2016-06-02 14:32:45
265.86;0404;2016-06-02 14:32:46
265.07;0405;2016-06-02 14:32:47
265.45;0403;2016-06-02 14:32:48
265.50;0403;2016-06-02 14:32:49
265.43;0401;2016-06-02 14:32:50
265.02;0400;2016-06-02 14:32:51
265.07;0399;2016-06-02 14:32:52
265.89;0397;2016-06-02 14:32:53
265.02;0396;2016-06-02 14:32:54
265.00;0393;2016-06-02 14:32:55
265.02;0392;2016-06-02 14:32:56
265.09;0391;2016-06-02 14:32:57
265.00;0389;2016-06-02 14:32:59
265.07;0388;2016-06-02 14:33:00
265.52;0386;2016-06-02 14:33:01
265.89;0383;2016-06-02 14:33:02
265.55;0384;2016-06-02 14:33:03
265.48;0384;2016-06-02 14:33:04
265.00;0384;2016-06-02 14:33:05
265.05;0382;2016-06-02 14:33:06
265.05;0384;2016-06-02 14:33:07
265.43;0385;2016-06-02 14:33:08
265.89;0383;2016-06-02 14:33:09
265.50;0384;2016-06-02 14:33:10
265.43;0384;2016-06-02 14:33:11
265.88;0385;2016-06-02 14:33:12
265.02;0383;2016-06-02 14:33:13
265.05;0382;2016-06-02 14:33:15
265.52;0381;2016-06-02 14:33:16
265.55;0382;2016-06-02 14:33:17
265.45;0381;2016-06-02 14:33:18
265.43;0378;2016-06-02 14:33:19
265.46;0378;2016-06-02 14:33:20
265.46;0376;2016-06-02 14:33:21
265.00;0375;2016-06-02 14:33:22
265.04;0374;2016-06-02 14:33:23
265.53;0375;2016-06-02 14:33:24
265.89;0372;2016-06-02 14:33:25
265.41;0373;2016-06-02 14:33:26
266.00;0372;2016-06-02 14:33:27
265.48;0373;2016-06-02 14:33:28
265.10;0372;2016-06-02 14:33:29
265.07;0372;2016-06-02 14:33:31
265.04;0373;2016-06-02 14:33:32
